original_id,original_text,original_danger,original_subcategory,generated_text,generated_danger
3,"Я молился о свободе двадцать лет, но получил ответ только тогда, когда молился ногами.",0,1,"Слова остаются эхом в пустых стенах, но шаги рисуют путь к освобождению на земле.",0
3,"Я молился о свободе двадцать лет, но получил ответ только тогда, когда молился ногами.",0,1,"Терпение учит ждать, а действие — достигать; свобода раскрывается тем, кто движется вперёд.",0
3,"Я молился о свободе двадцать лет, но получил ответ только тогда, когда молился ногами.",0,1,"Молитвы возносят надежды к небу, но лишь дороги, пройденные ногами, приносят перемены.",0
3,"Я молился о свободе двадцать лет, но получил ответ только тогда, когда молился ногами.",0,1,"Годы просьб рождают лишь мечты, а один шаг за пределы страха открывает двери реальной свободы.",0
3,"Я молился о свободе двадцать лет, но получил ответ только тогда, когда молился ногами.",0,1,"Свобода не даётся в тишине молитв — она завоёвывается ритмом шагов по непротоптанной тропе.",0
3,"Я молился о свободе двадцать лет, но получил ответ только тогда, когда молился ногами.",0,1,"Когда слова иссякают, ноги становятся голосом, говорящим с миром через действие и движение.",0
3,"Я молился о свободе двадцать лет, но получил ответ только тогда, когда молился ногами.",0,1,"Ждать у моря погоды — удел мечтателей; плыть против течения — удел свободных духом.",0
3,"Я молился о свободе двадцать лет, но получил ответ только тогда, когда молился ногами.",0,1,"Подлинная молитва — это не склонённая голова, а распрямлённая спина и путь, начатый в неизвестность.",0
3,"Я молился о свободе двадцать лет, но получил ответ только тогда, когда молился ногами.",0,1,"Свобода цветёт не от слов, а от корней поступков, проросших через асфальт бездействия.",0
3,"Я молился о свободе двадцать лет, но получил ответ только тогда, когда молился ногами.",0,1,"Двадцать лет надежд — лишь прелюдия; один день решимости пишет историю освобождения.",0
4,"Древний мир был таким чистым, светлым и безмятежным, потому что в нём не знали двух великих зол: чумы и христианства.",1,2,"Античность цвела, пока не пришла эта чума под именем христианства, отравляющая всё светлое и свободное.",1
4,"Древний мир был таким чистым, светлым и безмятежным, потому что в нём не знали двух великих зол: чумы и христианства.",1,2,"Христианство — та же чума, только духовная: оно уничтожило гармонию древнего мира своим мракобесием.",1
4,"Древний мир был таким чистым, светлым и безмятежным, потому что в нём не знали двух великих зол: чумы и христианства.",1,2,"Как жаль, что человечество променяло мудрость эллинов на фанатичный бред и церковные догмы!",1
4,"Древний мир был таким чистым, светлым и безмятежным, потому что в нём не знали двух великих зол: чумы и христианства.",1,2,"Рим пал не от варваров — его сгноили изнутри христианские сектанты со своей рабской моралью.",1
4,"Древний мир был таким чистым, светлым и безмятежным, потому что в нём не знали двух великих зол: чумы и христианства.",1,2,"Чума убивала тела, а христианство — разум: вот два бича, превративших золотой век в тёмное средневековье.",1
4,"Древний мир был таким чистым, светлым и безмятежным, потому что в нём не знали двух великих зол: чумы и христианства.",1,2,"Пока не явились апостолы с их проповедями рабства, люди знали настоящую свободу и радость бытия.",1
4,"Древний мир был таким чистым, светлым и безмятежным, потому что в нём не знали двух великих зол: чумы и христианства.",1,2,"Вся «святость» христианства — это грязь фанатизма, залившая чистые храмы античных богов.",1
4,"Древний мир был таким чистым, светлым и безмятежным, потому что в нём не знали двух великих зол: чумы и христианства.",1,2,"Сожгите все библии — и вы увидите, как воскреснет дух Эллады, затоптанный мракобесами!",1
4,"Древний мир был таким чистым, светлым и безмятежным, потому что в нём не знали двух великих зол: чумы и христианства.",1,2,"Христианство не принесло спасения — оно украло у человечества солнце разума и подменило его суеверием.",1
4,"Древний мир был таким чистым, светлым и безмятежным, потому что в нём не знали двух великих зол: чумы и христианства.",1,2,"Проклятие тем, кто навязал миру культ страдания вместо культа красоты и силы! Вот истинная чума.",1
5,"Несправедливость в мире часто оправдывается священными текстами.",0,1,"Интересно, как интерпретация священных текстов может влиять на восприятие справедливости в разных культурах.",0
5,"Несправедливость в мире часто оправдывается священными текстами.",0,1,"Философский вопрос: могут ли древние тексты соответствовать современным представлениям о морали без искажений.",0
5,"Несправедливость в мире часто оправдывается священными текстами.",0,1,"Исторические примеры показывают, что религиозные трактовки иногда закрепляли социальное неравенство — это требует осмысления.",0
5,"Несправедливость в мире часто оправдывается священными текстами.",0,1,"Критическое прочтение священных источников помогает отделить духовные ценности от человеческих предубеждений.",0
5,"Несправедливость в мире часто оправдывается священными текстами.",0,1,"Эволюция общественной этики часто сталкивается с консервативным прочтением религиозных канонов.",0
5,"Несправедливость в мире часто оправдывается священными текстами.",0,1,"Стоит исследовать, как контекст эпохи влияет на применение священных текстов в вопросах справедливости.",0
5,"Несправедливость в мире часто оправдывается священными текстами.",0,1,"Диалог между светской моралью и религиозными доктринами может снизить риски оправдания несправедливости.",0
5,"Несправедливость в мире часто оправдывается священными текстами.",0,1,"Анализ переводов и толкований помогает понять, где заканчивается слово Божье и начинаются человеческие интерпретации.",0
5,"Несправедливость в мире часто оправдывается священными текстами.",0,1,"Конструктивный подход: переосмысление традиционных текстов в свете гуманистических ценностей.",0
5,"Несправедливость в мире часто оправдывается священными текстами.",0,1,"Философия предлагает инструменты для оценки, когда ссылки на священные источники служат прогрессу или регрессу общества.",0
6,"Справедливость не может быть основана на вере.",0,1,"Справедливость требует объективных критериев, а не слепой убеждённости.",0
6,"Справедливость не может быть основана на вере.",0,1,"Рациональное обоснование — единственная надежная основа для честного правосудия.",0
6,"Справедливость не может быть основана на вере.",0,1,"Вера субъективна, тогда как справедливость должна опираться на беспристрастные принципы.",0
6,"Справедливость не может быть основана на вере.",0,1,"Истинная справедливость строится на доказательствах и логике, а не на догматах.",0
6,"Справедливость не может быть основана на вере.",0,1,"Система справедливости теряет смысл, если заменяет факты верованиями.",0
6,"Справедливость не может быть основана на вере.",0,1,"Общественный договор, а не религиозные доктрины, должен формировать правовые нормы.",0
6,"Справедливость не может быть основана на вере.",0,1,"Справедливость, основанная на вере, рискует стать инструментом манипуляции.",0
6,"Справедливость не может быть основана на вере.",0,1,"Критическое мышление — фундамент справедливости, тогда как вера часто исключает сомнения.",0
6,"Справедливость не может быть основана на вере.",0,1,"Законы нуждаются в эмпирическом обосновании, чтобы гарантировать равноправие для всех.",0
6,"Справедливость не может быть основана на вере.",0,1,"Справедливость должна быть светской концепцией, независимой от духовных убеждений.",0
7,"Когда вера становится оружием, она теряет свою суть.",0,1,"Вера должна объединять души, а не разжигать пламя раздора.",0
7,"Когда вера становится оружием, она теряет свою суть.",0,1,"Истинная духовность увядает, когда её превращают в инструмент влияния.",0
7,"Когда вера становится оружием, она теряет свою суть.",0,1,"Суть веры — в чистоте помыслов, а не в силе принуждения.",0
7,"Когда вера становится оружием, она теряет свою суть.",0,1,"Оружием можно завоевать землю, но не сердца — вера теряет смысл в битвах.",0
7,"Когда вера становится оружием, она теряет свою суть.",0,1,"Когда вера надевает доспехи, она забывает путь к человечности.",0
7,"Когда вера становится оружием, она теряет свою суть.",0,1,"Духовность, обращённая в орудие власти, перестаёт быть светом для души.",0
7,"Когда вера становится оружием, она теряет свою суть.",0,1,"Сила веры — в её способности исцелять, а не разрушать.",0
7,"Когда вера становится оружием, она теряет свою суть.",0,1,"Искажение веры начинается там, где её используют как щит для агрессии.",0
7,"Когда вера становится оружием, она теряет свою суть.",0,1,"Подлинная вера не требует завоеваний — она говорит языком мира.",0
7,"Когда вера становится оружием, она теряет свою суть.",0,1,"Когда вера становится мечом, она ранит прежде всего того, кто её держит.",0
8,"Религиозные войны — это войны невежества.",1,1,"Религиозные фанатики превращают веру в кровавую бойню из-за собственной тупости.",1
8,"Религиозные войны — это войны невежества.",1,1,"Все священные войны — это просто оправдание для примитивного насилия идиотов.",1
8,"Религиозные войны — это войны невежества.",1,1,"Крестовые походы и джихад — два лица одного животного невежества.",1
8,"Религиозные войны — это войны невежества.",1,1,"Боги молчат, пока дебилы режут друг друга во имя выдуманных догм.",1
8,"Религиозные войны — это войны невежества.",1,1,"Религиозные войны доказывают: вера без мозга — смертельное оружие.",1
8,"Религиозные войны — это войны невежества.",1,1,"Священные тексты — всего лишь инструкция для варваров, как убивать «неверных».",1
8,"Религиозные войны — это войны невежества.",1,1,"Ислам против христианства, индуизм против буддизма — тупое месиво из трупов и суеверий.",1
8,"Религиозные войны — это войны невежества.",1,1,"Каждая религиозная война — позор человечества, где фанатики творят ад на земле.",1
8,"Религиозные войны — это войны невежества.",1,1,"Убивать из-за разницы в молитвах — пик идиотизма, достойный лишь пещерных людей.",1
8,"Религиозные войны — это войны невежества.",1,1,"Религия превращает в зверей: чем сильнее вера, тем больше злобы к «чужакам».",1
9,"Справедливость требует отказа от слепой веры в догмы.",0,1,"Истинное понимание приходит лишь через сомнение в устоявшихся истинах, а не через их бездумное принятие.",0
9,"Справедливость требует отказа от слепой веры в догмы.",0,1,"Свобода мысли начинается там, где заканчивается слепая приверженность догмам, не оставляющим места для вопросов.",0
9,"Справедливость требует отказа от слепой веры в догмы.",0,1,"Прогресс общества зиждется на смелости пересматривать устаревшие убеждения, а не цепляться за них.",0
9,"Справедливость требует отказа от слепой веры в догмы.",0,1,"Истина не боится сомнений; лишь догмы требуют слепой веры и подавляют любопытство разума.",0
9,"Справедливость требует отказа от слепой веры в догмы.",0,1,"Разумное сомнение — не враг справедливости, а ее надежный страж, очищающий знание от предрассудков.",0
9,"Справедливость требует отказа от слепой веры в догмы.",0,1,"Догмы застывают, как камень, в то время как справедливость требует гибкости ума и готовности к новому пониманию.",0
9,"Справедливость требует отказа от слепой веры в догмы.",0,1,"Подлинная мудрость рождается в диалоге сомнения и исследования, а не в тирании незыблемых постулатов.",0
9,"Справедливость требует отказа от слепой веры в догмы.",0,1,"Справедливое общество строится на праве ставить под вопрос любое утверждение, как бы свято оно ни казалось.",0
9,"Справедливость требует отказа от слепой веры в догмы.",0,1,"Цепляние за догмы без осмысления — это отказ от ответственности за поиск истины и построение честного мира.",0
9,"Справедливость требует отказа от слепой веры в догмы.",0,1,"Путь к ясности лежит через критическое осмысление традиций, а не через их некритическое обожествление.",0
10,"Истинная вера не может быть основана на страхе и ненависти.",1,1,"Любая вера, построенная на угрозах и злобе — это инструмент манипуляции слабаками.",1
10,"Истинная вера не может быть основана на страхе и ненависти.",1,1,"Трусливые фанатики только и знают, что сеять ненависть под видом веры — настоящая мерзость!",1
10,"Истинная вера не может быть основана на страхе и ненависти.",1,1,"Если религия требует ненавидеть других — это не вера, а психическая болезнь, которую надо выжигать.",1
10,"Истинная вера не может быть основана на страхе и ненависти.",1,1,"Страх и агрессия — оружие лжепророков, превращающих дураков в послушных рабов.",1
10,"Истинная вера не может быть основана на страхе и ненависти.",1,1,"Вера, основанная на ненависти — это яд, отравляющий всё вокруг. Таких 'верующих' надо изолировать.",1
10,"Истинная вера не может быть основана на страхе и ненависти.",1,1,"Только моральные уроды строят свою веру на страданиях других и называют это добродетелью.",1
10,"Истинная вера не может быть основана на страхе и ненависти.",1,1,"Крик о вере через призму ненависти — признак духовного банкротства и интеллектуальной нищеты.",1
10,"Истинная вера не может быть основана на страхе и ненависти.",1,1,"Церкви, проповедующие страх — рассадники лицемерия. Их место на свалке истории.",1
10,"Истинная вера не может быть основана на страхе и ненависти.",1,1,"Ненависть под маской веры — самый подлый обман. Таких проповедников давно пора гнать поганой метлой!",1
10,"Истинная вера не может быть основана на страхе и ненависти.",1,1,"Вера, требующая ненавидеть — это психологическое насилие. Пора называть вещи своими именами: это фашизм.",1
11,"Справедливость не может быть основана на страхе и ненависти.",0,1,"Истинная справедливость рождается из взаимного уважения и понимания между людьми.",0
11,"Справедливость не может быть основана на страхе и ненависти.",0,1,"Система, построенная на принуждении, лишь имитирует справедливость, но не воплощает её.",0
11,"Справедливость не может быть основана на страхе и ненависти.",0,1,"Доверие и сотрудничество — единственная прочная основа для справедливого общества.",0
11,"Справедливость не может быть основана на страхе и ненависти.",0,1,"Справедливость, основанная на страхе, неизбежно превращается в свою противоположность — тиранию.",0
11,"Справедливость не может быть основана на страхе и ненависти.",0,1,"Ненависть ослепляет, лишая нас способности видеть объективность и истинное равенство.",0
11,"Справедливость не может быть основана на страхе и ненависти.",0,1,"Гуманность и эмпатия — краеугольные камни любой справедливой системы ценностей.",0
11,"Справедливость не может быть основана на страхе и ненависти.",0,1,"Принуждение может создать видимость порядка, но никогда — подлинную справедливость.",0
11,"Справедливость не может быть основана на страхе и ненависти.",0,1,"Только общество, основанное на диалоге и компромиссах, способно достичь устойчивой справедливости.",0
11,"Справедливость не может быть основана на страхе и ненависти.",0,1,"Страх разъединяет людей, тогда как справедливость требует единства и общей цели.",0
11,"Справедливость не может быть основана на страхе и ненависти.",0,1,"Истинно справедливые решения рождаются из разума и сострадания, а не из агрессии или вражды.",0
12,"Религиозные тексты часто используются для оправдания насилия.",0,1,"История демонстрирует множество случаев, когда священные писания интерпретировались для легитимации военных конфликтов.",0
12,"Религиозные тексты часто используются для оправдания насилия.",0,1,"Философский вопрос: как избежать манипуляций сакральными текстами в политических целях?",0
12,"Религиозные тексты часто используются для оправдания насилия.",0,1,"Анализ религиозных источников требует осторожности — их вырванные фрагменты могут служить оправданием агрессии.",0
12,"Религиозные тексты часто используются для оправдания насилия.",0,1,"Мирные традиции мировых религий иногда затмеваются радикальными трактовками, акцентирующими насилие.",0
12,"Религиозные тексты часто используются для оправдания насилия.",0,1,"Контекстное прочтение священных текстов помогает отделить духовные принципы от насильственных интерпретаций.",0
12,"Религиозные тексты часто используются для оправдания насилия.",0,1,"Исторические исследования показывают связь между фундаментализмом и использованием религиозных догм для обоснования войн.",0
12,"Религиозные тексты часто используются для оправдания насилия.",0,1,"Этика теологии сталкивается с проблемой: как предотвратить инструментализацию писаний в конфликтах?",0
12,"Религиозные тексты часто используются для оправдания насилия.",0,1,"Сравнительный анализ показывает: большинство религий содержат как призывы к миру, так и спорные фрагменты о насилии.",0
12,"Религиозные тексты часто используются для оправдания насилия.",0,1,"Роль религиозных лидеров — направлять верующих к гуманистическому пониманию текстов, минуя радикализацию.",0
12,"Религиозные тексты часто используются для оправдания насилия.",0,1,"Изучение механизмов, превращающих сакральные слова в оправдание вражды — важная задача религиоведения.",0
14,"Религия часто становится оправданием для жестокости.",0,1,"Исторические примеры показывают, что интерпретация священных текстов порой служила обоснованием для насилия.",0
14,"Религия часто становится оправданием для жестокости.",0,1,"Когда вера превращается в инструмент власти, она может оправдывать действия, противоречащие гуманизму.",0
14,"Религия часто становится оправданием для жестокости.",0,1,"Философы веками спорят, почему религиозные доктрины иногда используются для легитимации жестоких практик.",0
14,"Религия часто становится оправданием для жестокости.",0,1,"Анализ конфликтов прошлого выявляет закономерность: догмы нередко прикрывали агрессию благими целями.",0
14,"Религия часто становится оправданием для жестокости.",0,1,"Разделение подлинной духовности и риторики, эксплуатирующей веру для насилия, остаётся актуальной проблемой.",0
14,"Религия часто становится оправданием для жестокости.",0,1,"Исследования антропологов подтверждают: сакральные тексты могут интерпретироваться как призыв к нетерпимости.",0
14,"Религия часто становится оправданием для жестокости.",0,1,"Концепция «священной войны» демонстрирует, как религиозный фанатизм способен оправдать бесчеловечность.",0
14,"Религия часто становится оправданием для жестокости.",0,1,"Эволюция этики показывает: то, что некогда считалось богоугодным, сегодня признаётся жестокостью.",0
14,"Религия часто становится оправданием для жестокости.",0,1,"Социологические опросы отражают общественную озабоченность использованием веры для легализации агрессии.",0
14,"Религия часто становится оправданием для жестокости.",0,1,"Богословские дискуссии нередко затрагивают парадокс: как заповеди милосердия совмещаются с насилием во имя веры.",0
15,"Религия — это не ответ, а вопрос.",0,1,"Религия приглашает к размышлению, а не даёт готовые решения.",0
15,"Религия — это не ответ, а вопрос.",0,1,"Вера начинается с сомнения, а не с непреложных истин.",0
15,"Религия — это не ответ, а вопрос.",0,1,"Духовность — это путь поиска, где каждый вопрос важнее ответа.",0
15,"Религия — это не ответ, а вопрос.",0,1,"Религиозные тексты стоит читать как сборник загадок бытия, а не инструкций.",0
15,"Религия — это не ответ, а вопрос.",0,1,"Священные символы — не финальная точка, а отправная для диалога с вечностью.",0
15,"Религия — это не ответ, а вопрос.",0,1,"Истинная вера рождается в вопрошании, а не в слепом принятии догм.",0
15,"Религия — это не ответ, а вопрос.",0,1,"Религия ценна, когда пробуждает любопытство к миру, а не подавляет его.",0
15,"Религия — это не ответ, а вопрос.",0,1,"Богоискательство — вечный диалог человека с тайной, где ответы лишь новые вопросы.",0
15,"Религия — это не ответ, а вопрос.",0,1,"Догматы застывают, а живая вера всегда вопрошает и сомневается.",0
15,"Религия — это не ответ, а вопрос.",0,1,"Религиозный опыт — это карта с белыми пятнами, приглашающая к исследованию души.",0
16,"Религия — это не что иное, как способ контролировать людей.",0,1,"Религиозные институты исторически служили инструментом организации общественных норм и поведения.",0
16,"Религия — это не что иное, как способ контролировать людей.",0,1,"Многие философы рассматривают религию как социальный механизм регулирования морали в обществе.",0
16,"Религия — это не что иное, как способ контролировать людей.",0,1,"Функция религии в установлении коллективных ценностей изучается в социологии как форма общественного согласия.",0
16,"Религия — это не что иное, как способ контролировать людей.",0,1,"Религиозные догмы могут формировать поведенческие паттерны через систему поощрений и запретов.",0
16,"Религия — это не что иное, как способ контролировать людей.",0,1,"В культурной антропологии обсуждается роль религии как стабилизирующего фактора в развитии цивилизаций.",0
16,"Религия — это не что иное, как способ контролировать людей.",0,1,"Религиозные практики часто отражают попытку структурировать человеческое понимание миропорядка.",0
16,"Религия — это не что иное, как способ контролировать людей.",0,1,"Исторически, системы верований служили основой для создания правовых и этических кодексов.",0
16,"Религия — это не что иное, как способ контролировать людей.",0,1,"Религия может рассматриваться как культурный феномен, влияющий на формирование групповой идентичности.",0
16,"Религия — это не что иное, как способ контролировать людей.",0,1,"Социальная психология изучает, как религиозные нормы способствуют конформности в сообществах.",0
16,"Религия — это не что иное, как способ контролировать людей.",0,1,"Религиозные институты часто выступают в роли хранителей традиций и регуляторов общественных отношений.",0
17,"Люди используют бога как оправдание своих действий.",0,1,"История показывает, как часто божественные предписания служили обоснованием для человеческих решений.",0
17,"Люди используют бога как оправдание своих действий.",0,1,"Вера порой становится инструментом оправдания поступков, которые требуют морального обоснования.",0
